Latitude,Longitude,Story,Type,SMS
34.10675,-118.33,,,2.619
34.04252,-118.33003,2,,2.129
34.08891,-118.33005,,,2.154
34.03645,-118.33005,2,FWL4,2.097
34.03178,-118.33012,3,FWL3,2.072
33.9826,-118.3302,,FWL3,1.838
33.97297,-118.33026,2,FWL3,1.805
33.98568,-118.33029,2,,1.849
34.09319,-118.33033,3,,2.249
34.03178,-118.33045,3,FWL3,2.071
34.09209,-118.33046,,,2.216
34.09277,-118.33048,2,,2.237
34.03118,-118.3305,2,,2.068
33.97298,-118.33059,2,,1.804
34.09996,-118.33061,,,2.46
34.04145,-118.33061,3,,2.122
34.08822,-118.33065,,,2.159
34.08808,-118.33065,,,2.159
34.08808,-118.33065,,,2.159
34.0892,-118.33066,,,2.155
34.09206,-118.33067,,,2.216
34.08961,-118.33067,,,2.154
34.08948,-118.33067,,,2.154
34.09219,-118.33068,,,2.22
34.04248,-118.33079,,,2.127
34.04248,-118.33079,,,2.127
34.04248,-118.33079,,,2.127
34.04248,-118.33079,,,2.127
34.04248,-118.33079,,,2.127
34.02383,-118.33082,2,,2.011
33.96882,-118.33087,2,,1.79
33.97872,-118.33089,2,,1.824
33.9717,-118.33109,,,1.8
34.00747,-118.33113,2,,1.939
34.00725,-118.33114,2,,1.938
34.1096,-118.33115,3,,2.615
34.09319,-118.33118,,,2.254
33.98129,-118.33127,2,,1.833
34.10646,-118.33128,,,2.614
33.98358,-118.33128,2,,1.841
34.09158,-118.33129,,,2.205
34.08808,-118.33129,,,2.16
34.08947,-118.3313,,,2.157
34.08667,-118.3313,,,2.164
33.98391,-118.3313,2,,1.842
34.09172,-118.33131,,,2.21
34.09002,-118.33131,,,2.157
33.98259,-118.33131,2,,1.838
33.98228,-118.33131,3,,1.837
34.08935,-118.33132,,,2.158
34.0892,-118.33132,,,2.158
34.08877,-118.33132,,,2.159
33.98646,-118.33133,2,,1.851
33.9674,-118.33135,2,FWL3,1.784
34.10624,-118.33136,,,2.613
34.0961,-118.33141,3,,2.347
34.0946,-118.33141,2,,2.3
34.09184,-118.33152,,,2.215
34.05015,-118.33155,,,2.166
34.08952,-118.33158,,,2.158
34.00261,-118.33164,2,,1.913
34.10423,-118.33169,,,2.611
34.08584,-118.33174,,,2.165
34.08515,-118.33174,,,2.166
34.08487,-118.33174,,,2.166
34.08459,-118.33174,,,2.167
34.03291,-118.33174,2,,2.075
34.08863,-118.33176,,,2.16
34.08808,-118.33176,,,2.161
34.08794,-118.33176,,,2.161
34.08794,-118.33176,,,2.161
34.08767,-118.33176,,,2.162
34.08933,-118.33177,,,2.159
34.09599,-118.33178,3,,2.346
34.08975,-118.33178,,,2.159
34.08947,-118.33178,,,2.159
34.10549,-118.3318,,,2.611
34.09663,-118.33184,,,2.366
34.10622,-118.33185,,,2.611
34.09172,-118.33185,,,2.213
34.09729,-118.33187,,,2.387
34.10454,-118.33191,,,2.61
33.98407,-118.33191,,,1.843
33.98341,-118.33191,,,1.84
33.98325,-118.33191,,,1.84
33.98161,-118.33192,,,1.834
34.04013,-118.33195,,,2.113
33.9804,-118.33201,,,1.83
34.0396,-118.33219,,,2.109
34.00875,-118.33228,,,1.945
34.11137,-118.33234,3,,2.611
34.0937,-118.33235,,,2.278
34.09318,-118.33235,,,2.262
34.10375,-118.33237,,,2.608
33.97868,-118.33237,,,1.823
34.08696,-118.33239,,,2.163
34.0868,-118.33239,,,2.163
34.08625,-118.33239,,,2.163
34.08612,-118.33239,,,2.163
34.085,-118.33239,,,2.163
34.08975,-118.3324,,,2.162
34.08961,-118.3324,,,2.162
34.08598,-118.3324,,,2.163
34.08584,-118.3324,,,2.163
34.08808,-118.33243,,,2.162
34.08808,-118.33243,,,2.162
34.0873,-118.33243,,,2.163
34.08954,-118.33244,,,2.162
34.10639,-118.33246,,,2.609
34.1062,-118.33246,,,2.609
34.10591,-118.33246,,,2.608
34.10577,-118.33246,,,2.608
34.10606,-118.33249,,,2.608
34.10505,-118.33252,2,,2.608
34.09479,-118.33254,2,,2.314
34.03184,-118.33255,,,2.068
33.98308,-118.33259,,,1.839
34.03791,-118.3326,2,,2.1
33.9839,-118.33273,,,1.841
33.98115,-118.33274,,,1.832
33.97878,-118.33274,,,1.823
33.97994,-118.33275,,,1.827
33.97928,-118.33275,,,1.825
33.98043,-118.33277,,,1.829
34.04004,-118.33282,,,2.11
33.97422,-118.33283,,,1.807
34.09318,-118.33285,,,2.265
34.09366,-118.33287,,,2.28
34.03573,-118.33291,3,,2.088
34.10577,-118.33299,,,2.606
34.09674,-118.33303,,,2.379
34.0263,-118.33304,,,2.038
34.03565,-118.33306,3,,2.087
34.09406,-118.33307,2,,2.294
34.11102,-118.33322,2,,2.607
34.09957,-118.33333,,,2.472
33.98488,-118.33336,2,,1.844
33.98455,-118.33336,2,,1.843
33.97746,-118.33338,2,,1.818
33.97713,-118.33338,2,,1.817
33.97763,-118.33343,2,,1.819
33.97911,-118.33344,2,,1.824
34.01479,-118.33354,2,FWL3,1.976
34.09959,-118.33359,,,2.474
34.09608,-118.33359,2,,2.362
34.01714,-118.33362,2,,1.989
34.01696,-118.33362,2,FWL3,1.988
34.01678,-118.33362,2,FWL3,1.987
34.0166,-118.33362,2,FWL3,1.986
34.01642,-118.33362,2,FWL3,1.985
34.01569,-118.33362,2,FWL3,1.981
34.01532,-118.33362,2,,1.979
34.10416,-118.33373,,,2.603
34.01497,-118.33373,2,FWL3,1.977
34.01555,-118.33375,2,FWL3,1.98
34.01627,-118.33376,2,FWL3,1.984
34.01591,-118.33378,2,FWL3,1.982
34.01519,-118.33383,2,,1.978
34.01701,-118.33392,2,,1.988
34.017,-118.33392,2,,1.988
34.017,-118.33392,2,,1.988
34.01699,-118.33392,2,,1.988
34.01611,-118.33392,2,FWL3,1.983
34.0082,-118.33392,,,1.941
34.01806,-118.33393,2,FWL3,1.993
33.98506,-118.33402,2,FWL3,1.845
33.98397,-118.33402,3,FWL3,1.841
34.04381,-118.33411,,,2.128
34.04381,-118.33411,,,2.128
34.04381,-118.33411,,,2.128
34.04381,-118.33411,,,2.128
34.04381,-118.33411,,,2.128
34.04381,-118.33411,,,2.128
33.98424,-118.33416,2,,1.842
33.98109,-118.33416,2,,1.831
34.09945,-118.33417,2,,2.475
33.97711,-118.33417,2,,1.817
33.98125,-118.33419,3,FWL1,1.831
33.98026,-118.33419,2,,1.828
33.97913,-118.3342,2,FWL4,1.824
33.97696,-118.3342,2,,1.816
33.98273,-118.33421,2,FWL1,1.836
34.09474,-118.33424,,,2.324
34.00874,-118.33437,,,1.943
34.09398,-118.3344,,,2.301
34.10362,-118.33442,2,,2.6
34.09453,-118.33442,,,2.319
34.04009,-118.33456,,,2.107
34.11146,-118.33462,2,,2.601
34.10536,-118.33463,2,,2.599
33.97812,-118.33469,2,,1.82
34.09641,-118.33471,3,,2.381
34.03404,-118.33472,,,2.076
33.98372,-118.33479,,,1.839
34.04492,-118.33484,,,2.132
33.98687,-118.33485,,,1.85
33.98583,-118.33485,,,1.847
33.98569,-118.33485,,,1.846
34.08682,-118.33494,2,,2.161
33.98673,-118.33497,,,1.85
34.10545,-118.33526,2,,2.596
34.04648,-118.33531,2,FWL4,2.139
33.98549,-118.3354,2,FWL3,1.845
33.98733,-118.33558,2,,1.852
34.04011,-118.33589,,,2.105
34.03422,-118.33589,,,2.075
34.0341,-118.33595,,,2.074
33.98601,-118.33596,2,,1.847
34.09315,-118.33597,,,2.284
34.09547,-118.33598,,,2.36
34.09492,-118.33598,,,2.342
34.09465,-118.33598,,,2.333
34.09588,-118.33599,,,2.374
34.09575,-118.33599,,,2.369
34.09411,-118.33664,,,2.32
34.09575,-118.33665,,,2.374
34.09561,-118.33665,,,2.37
34.09448,-118.33666,2,,2.332
34.04398,-118.33682,2,FWL4,2.123
34.04244,-118.33691,,,2.115
34.10357,-118.33702,,,2.589
34.04248,-118.33707,,,2.115
34.09383,-118.33713,,,2.314
34.09369,-118.33713,,,2.309
34.04348,-118.33717,2,FWL4,2.12
34.09565,-118.33731,,,2.376
34.04352,-118.33732,2,FWL4,2.12
34.04315,-118.33732,,,2.118
34.04115,-118.33739,2,FWL4,2.107
34.04357,-118.33748,2,FWL4,2.12
34.04387,-118.33749,2,FWL4,2.121
34.09996,-118.33762,,,2.522
34.04605,-118.33766,,,2.132
34.10356,-118.33768,,,2.586
34.04168,-118.33773,,,2.109
34.0932,-118.33774,,,2.297
34.08542,-118.33774,,,2.145
34.04071,-118.33777,2,FWL4,2.104
34.09538,-118.33778,,,2.37
34.0866,-118.33778,,,2.157
34.04033,-118.33778,,,2.103
34.1003,-118.33779,,,2.535
34.10348,-118.33787,,,2.585
34.04273,-118.338,,,2.114
34.04013,-118.33806,,,2.1
34.04663,-118.33824,,,2.133
34.04153,-118.33866,2,FWL4,2.101
34.04197,-118.33878,,,2.103
34.04453,-118.33883,2,FWL4,2.119
34.10539,-118.33902,,,2.58
34.0446,-118.3393,2,FWL4,2.113
34.0434,-118.33934,,,2.105
34.04609,-118.33943,,,2.12
34.09519,-118.33947,2,,2.376
34.09478,-118.33947,2,,2.362
34.09548,-118.33948,2,,2.386
34.09534,-118.33948,2,,2.381
34.04344,-118.3395,,,2.103
34.04617,-118.33958,,,2.119
34.04478,-118.3396,2,FWL4,2.11
34.09722,-118.33965,,,2.447
34.0084,-118.33966,,,1.936
34.04617,-118.33974,,,2.116
34.00871,-118.33976,,,1.938
34.00908,-118.33984,,,1.94
34.00784,-118.33985,,,1.933
34.10432,-118.33987,3,,2.577
34.04621,-118.3399,,,2.114
34.04427,-118.33997,2,FWL4,2.102
34.00923,-118.33997,,,1.94
34.03326,-118.34004,2,,2.032
34.04626,-118.34005,,,2.113
34.04135,-118.34009,2,FWL4,2.083
34.09409,-118.34012,,,2.343
34.0934,-118.34012,,,2.319
34.10342,-118.34015,,,2.576
34.00836,-118.34018,,,1.936
34.04238,-118.3402,,,2.089
34.0463,-118.34021,,,2.112
34.00963,-118.34028,,,1.942
34.03977,-118.34035,,,2.073
34.08639,-118.34039,,,2.152
34.04447,-118.34042,2,FWL4,2.1
34.0086,-118.34052,,,1.937
34.09402,-118.3406,,,2.344
34.04248,-118.34069,,,2.088
34.0088,-118.34074,,,1.937
34.0949,-118.34076,,,2.376
34.09284,-118.34076,,,2.305
34.09299,-118.34079,,,2.31
34.00952,-118.34079,,,1.941
34.09456,-118.34081,,,2.365
34.09694,-118.34082,,,2.447
34.0968,-118.34082,,,2.442
34.04255,-118.34083,,,2.087
34.00931,-118.34092,,,1.94
34.0057,-118.34095,3,,1.921
34.00523,-118.34116,3,,1.919
34.09285,-118.34128,,,2.309
34.10334,-118.34129,,,2.571
34.09411,-118.34129,,,2.353
34.09393,-118.34129,,,2.347
34.0823,-118.34129,,,2.091
34.05937,-118.34131,,,2.135
34.0065,-118.34137,3,,1.925
34.00504,-118.34149,2,,1.918
34.01015,-118.34151,,,1.944
34.00683,-118.34153,2,,1.927
34.09888,-118.34158,,,2.522
34.09348,-118.34162,,,2.333
34.04364,-118.34162,,,2.089
34.04532,-118.34172,2,FWL4,2.095
34.0433,-118.34175,,,2.087
34.00933,-118.34176,,,1.939
34.00507,-118.34182,2,,1.918
34.04537,-118.3419,2,FWL4,2.094
34.03933,-118.34191,,,2.072
34.09559,-118.34193,,,2.41
34.08652,-118.34194,,,2.157
34.0828,-118.34194,,,2.097
34.08249,-118.34194,,,2.092
34.10033,-118.34196,,,2.568
34.09385,-118.34199,,,2.349
34.04482,-118.342,2,FWL4,2.091
34.09953,-118.34201,,,2.549
34.0832,-118.34205,,,2.103
34.10004,-118.34211,,,2.568
34.10247,-118.34213,,,2.568
34.04545,-118.34219,2,FWL4,2.092
34.10008,-118.34225,,,2.567
34.10669,-118.34226,,,2.567
34.00498,-118.34226,2,,1.917
34.08043,-118.34242,,,2.057
34.08652,-118.34243,,,2.158
34.08556,-118.34243,,,2.142
34.0823,-118.34243,,,2.088
34.01444,-118.34244,,,1.964
34.09449,-118.34245,,,2.375
34.09381,-118.34246,,,2.351
34.04299,-118.34247,,,2.083
34.04553,-118.3425,2,FWL4,2.09
34.10011,-118.34251,,,2.566
34.01291,-118.34252,2,FWL3,1.957
34.04358,-118.34253,,,2.084
34.06925,-118.34262,,,2.091
34.01455,-118.34262,,,1.965
34.07512,-118.34264,,,2.068
34.04934,-118.34265,,,2.099
34.01353,-118.34268,2,FWL3,1.96
34.07526,-118.34269,,,2.067
34.04918,-118.34271,,,2.098
33.98893,-118.34276,,,1.853
34.10433,-118.34278,,,2.565
34.01054,-118.34279,,,1.944
34.04562,-118.34282,2,FWL4,2.088
34.06142,-118.34284,,,2.111
34.01394,-118.34285,,,1.961
34.01459,-118.34286,,,1.965
34.0424,-118.34291,2,FWL4,2.08
34.00965,-118.34291,,,1.94
34.09892,-118.34294,,,2.537
34.04464,-118.34294,,,2.084
34.08423,-118.34295,,,2.12
34.03284,-118.34297,2,,2.056
34.00952,-118.34304,,,1.939
34.04277,-118.34308,2,FWL4,2.08
34.04081,-118.34309,,,2.076
34.08514,-118.34312,,,2.135
34.08472,-118.34314,,,2.128
34.08403,-118.34315,,,2.116
34.08485,-118.34317,,,2.13
34.08451,-118.34317,,,2.124
34.00939,-118.34317,,,1.938
34.09477,-118.34318,,,2.391
34.02336,-118.3432,,,2.008
34.01416,-118.34323,,,1.962
34.07811,-118.34334,,,2.051
34.04597,-118.34334,,,2.084
34.04283,-118.34337,2,FWL4,2.079
34.01427,-118.3434,,,1.962
34.01376,-118.34343,,,1.96
34.015,-118.34344,,,1.966
34.05157,-118.34347,2,,2.092
34.05144,-118.34352,2,,2.091
34.04331,-118.34353,,,2.079
34.09888,-118.34356,,,2.542
34.00494,-118.34356,3,,1.915
34.01509,-118.34365,,,1.966
34.03833,-118.34367,,,2.072
34.10064,-118.34375,,,2.561
34.0049,-118.34375,3,,1.915
34.09889,-118.34378,,,2.545
34.103,-118.34379,,,2.561
34.03688,-118.34383,,,2.071
34.04476,-118.34386,,,2.079
34.01455,-118.34388,,,1.963
34.04111,-118.3439,,,2.075
34.10064,-118.34391,,,2.561
34.04463,-118.34391,,,2.078
34.04293,-118.34394,,,2.076
34.0445,-118.34395,,,2.078
34.09955,-118.34398,,,2.557
34.04244,-118.34404,2,FWL4,2.076
34.04116,-118.34406,,,2.075
34.00494,-118.34415,2,,1.915
34.09954,-118.34416,,,2.556
34.01544,-118.34419,,,1.967
34.04391,-118.3442,,,2.076
34.13297,-118.34423,2,,2.552
34.0144,-118.34428,,,1.962
34.01488,-118.34433,,,1.964
34.04326,-118.34437,,,2.075
34.0406,-118.34437,,,2.074
34.10383,-118.34438,3,,2.558
34.1026,-118.34442,2,,2.558
34.10336,-118.34447,3,,2.558
34.01498,-118.34449,,,1.965
34.01446,-118.34451,,,1.962
34.043,-118.34453,,,2.074
34.05362,-118.34454,2,FWL4,2.081
34.13066,-118.34457,,,2.551
34.01508,-118.34465,,,1.965
34.05458,-118.34467,,,2.081
34.01396,-118.34469,,,1.959
34.04519,-118.34476,,,2.073
34.0145,-118.34476,,,1.962
34.04236,-118.34478,,,2.073
34.01518,-118.34481,,,1.965
34.09546,-118.34485,3,,2.43
34.09532,-118.34485,2,,2.425
34.01403,-118.34488,,,1.96
34.104,-118.34489,2,,2.556
34.10228,-118.34495,3,,2.556
34.01491,-118.34497,,,1.964
34.04458,-118.345,,,2.071
34.01578,-118.345,,,1.968
34.10517,-118.34502,3,,2.555
33.98869,-118.34504,,,1.85
34.03405,-118.34508,,,2.058
34.00494,-118.34514,2,,1.914
34.05025,-118.34522,,,2.066
34.09917,-118.34525,3,,2.549
34.00494,-118.34534,3,,1.914
34.10461,-118.3454,3,,2.554
34.016,-118.3454,,,1.969
34.01701,-118.34544,,,1.974
34.09478,-118.34549,2,,2.41
34.09463,-118.34549,2,,2.404
34.09451,-118.34549,3,,2.4
34.09602,-118.3455,3,,2.456
34.09711,-118.34551,2,,2.496
34.04942,-118.34554,,,2.062
34.10006,-118.34555,,,2.554
34.01579,-118.34556,,,1.968
34.09625,-118.3456,3,,2.465
34.03305,-118.34573,,,2.052
34.03962,-118.34575,,,2.074
34.01623,-118.34575,,,1.969
34.03832,-118.34576,,,2.076
34.01566,-118.34579,,,1.967
34.1045,-118.34582,,,2.552
34.10469,-118.3459,,,2.551
34.0988,-118.3459,3,,2.543
34.09921,-118.34591,2,,2.546
34.09602,-118.34595,3,,2.46
34.03949,-118.34595,,,2.074
34.01648,-118.34604,,,1.97
34.12878,-118.34605,,,2.544
34.01533,-118.34608,,,1.965
34.09951,-118.34609,,,2.548
34.01514,-118.34621,,,1.964
34.08712,-118.34623,,,2.178
34.08712,-118.34623,,,2.178
34.08712,-118.34623,,,2.178
34.08712,-118.34623,,,2.178
34.08712,-118.34623,,,2.178
34.08712,-118.34623,,,2.178
34.01679,-118.3463,2,,1.972
34.10441,-118.34635,,,2.55
34.06513,-118.34636,3,,2.052
34.04444,-118.34636,,,2.063
34.01627,-118.34636,,,1.969
34.10099,-118.34637,2,,2.551
34.01608,-118.34637,,,1.968
34.01499,-118.34639,,,1.963
34.10132,-118.34643,,,2.55
34.09459,-118.34643,2,,2.41
34.09894,-118.34644,2,,2.542
34.01591,-118.34644,,,1.967
34.06376,-118.34646,,,2.054
34.04193,-118.34648,,,2.068
34.01732,-118.34649,,,1.974
34.01672,-118.34652,2,,1.971
34.04681,-118.34656,,,2.056
34.01886,-118.34658,,,1.981
34.1001,-118.3466,,,2.55
34.01546,-118.34665,,,1.965
34.00499,-118.34668,3,,1.913
34.01466,-118.34669,,,1.961
34.09923,-118.34676,3,,2.543
34.10501,-118.34677,,,2.548
34.02471,-118.34677,2,,2.01
34.1003,-118.34678,2,,2.549
34.0166,-118.3468,2,,1.97
34.01494,-118.34681,,,1.962
34.12701,-118.34685,3,,2.54
34.01597,-118.34688,,,1.967
34.06325,-118.3469,2,,2.05
34.01761,-118.34691,,,1.975
34.06857,-118.34692,3,,2.036
34.06754,-118.34693,,,2.038
34.0659,-118.34695,2,,2.042
34.01544,-118.347,,,1.964
34.01728,-118.34705,3,,1.973
34.00507,-118.34706,3,,1.913
34.10062,-118.34708,,,2.548
34.09929,-118.34709,2,,2.542
34.04672,-118.34712,,,2.051
34.00511,-118.34725,2,,1.913
34.01722,-118.34735,2,,1.972
34.01741,-118.34747,2,,1.973
34.09599,-118.3475,2,FWL2,2.472
34.01835,-118.34754,,,1.978
34.00512,-118.34754,2,,1.913
34.04128,-118.34756,,,2.068
34.01803,-118.3476,,,1.976
34.01624,-118.3476,2,,1.967
33.9886,-118.3476,,,1.848
34.01751,-118.34763,2,,1.973
34.01527,-118.34765,,,1.963
34.1274,-118.34766,2,,2.536
34.01571,-118.34769,,,1.965
34.04269,-118.34778,,,2.061
34.01761,-118.34779,2,,1.974
34.10377,-118.34788,2,,2.543
34.0551,-118.34789,,,2.037
34.01771,-118.34795,2,,1.974
34.06374,-118.34796,2,,2.034
34.09471,-118.34799,,,2.427
34.03345,-118.348,,,2.05
33.98915,-118.34801,,,1.85
34.0964,-118.34803,,,2.492
34.04405,-118.34803,,,2.054
34.10079,-118.3481,,,2.544
34.01584,-118.3481,,,1.965
34.01781,-118.34811,2,,1.974
34.01641,-118.34816,2,,1.967
34.0172,-118.34818,2,,1.971
34.01791,-118.34819,2,,1.975
34.05564,-118.3482,2,,2.033
34.04694,-118.3482,,,2.04
34.03825,-118.3482,,,2.073
34.01552,-118.34821,,,1.963
34.00529,-118.34823,2,,1.913
34.10127,-118.34824,,,2.543
34.01658,-118.34829,2,,1.968
34.01515,-118.34829,,,1.961
34.01802,-118.34839,2,,1.975
34.01842,-118.34841,,,1.977
34.01668,-118.34844,2,,1.968
34.00532,-118.34844,2,,1.913
34.05603,-118.34845,2,,2.031
34.10094,-118.34855,2,,2.542
34.01566,-118.34855,,,1.963
34.10078,-118.34857,2,,2.542
34.0181,-118.34858,2,,1.975
34.0181,-118.34858,2,,1.975
34.01678,-118.3486,2,,1.969
34.01622,-118.34861,3,,1.966
34.01286,-118.34863,,,1.95
34.09937,-118.34864,2,,2.537
34.01326,-118.34866,,,1.952
34.00526,-118.34867,2,,1.913
34.09554,-118.34868,,,2.465
34.0954,-118.34868,,,2.46
34.09527,-118.34868,,,2.455
34.09598,-118.34869,,,2.482
34.09567,-118.34869,,,2.47
34.10378,-118.3487,2,,2.54
34.09499,-118.3487,,,2.444
34.09472,-118.3487,,,2.434
34.09583,-118.34871,,,2.477
34.01647,-118.34871,2,,1.967
34.01607,-118.34874,,,1.965
33.9892,-118.34874,,,1.85
34.01273,-118.34875,,,1.949
34.01688,-118.34876,2,,1.969
34.01815,-118.34877,2,,1.975
34.08738,-118.34883,,,2.191
34.0126,-118.34887,,,1.948
34.20924,-118.34891,,,2.394
34.20773,-118.34895,,,2.39
34.01297,-118.34895,,,1.95
34.01247,-118.34898,,,1.947
34.09897,-118.349,,,2.532
34.01512,-118.34901,,,1.96
34.01821,-118.34902,2,,1.975
34.01821,-118.34902,2,,1.975
34.01233,-118.34909,,,1.947
34.0957,-118.34919,,,2.476
34.09704,-118.3492,2,,2.516
34.09585,-118.3492,,,2.481
34.01612,-118.3492,2,,1.965
34.0122,-118.3492,,,1.946
34.09691,-118.34921,2,,2.515
34.04583,-118.34924,,,2.037
34.01334,-118.34925,,,1.951
34.09923,-118.34926,2,,2.533
34.10427,-118.34931,2,,2.537
34.2138,-118.34936,,,2.405
34.04688,-118.34936,,,2.029
34.01561,-118.34938,2,,1.962
34.01199,-118.34938,,,1.945
34.01698,-118.34942,2,FWL2,1.969
34.01645,-118.34943,2,,1.966
34.01639,-118.34946,2,,1.966
34.05496,-118.34956,3,,2.014
34.0122,-118.34959,,,1.945
34.0137,-118.34973,,,1.953
34.00538,-118.34976,2,,1.912
34.12945,-118.3498,,,2.523
34.01321,-118.34982,2,,1.95
34.10017,-118.34983,,,2.537
34.09481,-118.34986,2,,2.446
34.09468,-118.34986,2,,2.441
34.09537,-118.34987,,,2.468
34.09689,-118.34988,2,,2.512
34.09675,-118.34988,,,2.511
34.01613,-118.34989,2,,1.964
34.09663,-118.3499,,,2.51
34.05339,-118.3499,2,FWL4,2.007
34.09509,-118.34991,2,,2.458
34.15161,-118.34992,,,2.487
34.05591,-118.34996,2,,2.01
34.01825,-118.34996,2,,1.974
34.01291,-118.35001,2,,1.948
34.01748,-118.35002,2,,1.97
34.08581,-118.35003,2,,2.155
34.0157,-118.35003,2,,1.962
34.01264,-118.35017,2,,1.947
34.00537,-118.3502,2,,1.912
34.0953,-118.35023,,,2.469
34.08642,-118.35023,2,,2.171
34.01511,-118.35023,2,,1.959
34.06101,-118.35025,2,,2.013
34.01696,-118.35028,,,1.968
34.0951,-118.35031,,,2.462
34.09496,-118.35031,,,2.456
34.09482,-118.35031,,,2.451
34.09648,-118.35033,,,2.509
34.09634,-118.35033,,,2.507
34.09621,-118.35033,,,2.506
34.01461,-118.35039,2,,1.956
34.01391,-118.35041,2,,1.953
34.01346,-118.35041,2,,1.951
34.09996,-118.35048,,,2.536
34.01215,-118.35049,,,1.945
34.01687,-118.35051,,,1.967
34.01312,-118.35052,2,,1.949
34.04699,-118.35053,,,2.03
34.00537,-118.35054,2,,1.912
34.01255,-118.35055,3,,1.946
34.05416,-118.35056,3,,2.012
34.04329,-118.35056,,,2.057
34.10051,-118.35058,,,2.536
34.10031,-118.35058,,,2.536
34.01755,-118.35064,,,1.971
34.04362,-118.35065,,,2.055
34.01696,-118.35067,2,,1.968
34.01212,-118.35073,,,1.944
34.08615,-118.35074,,,2.167
34.08574,-118.35074,,,2.157
34.01507,-118.35074,,,1.959
34.01609,-118.35075,,,1.964
33.9892,-118.3508,3,,1.848
34.04157,-118.35082,,,2.072
34.01473,-118.35082,,,1.957
34.01582,-118.35088,,,1.962
34.01412,-118.35088,,,1.954
34.01375,-118.35088,,,1.952
34.01319,-118.3509,,,1.949
34.01211,-118.35092,,,1.944
34.01605,-118.35094,,,1.963
34.09552,-118.35095,,,2.485
34.0969,-118.35096,,,2.511
34.0958,-118.35098,,,2.496
34.01653,-118.35098,,,1.966
34.09676,-118.35099,,,2.51
34.09568,-118.35099,,,2.492
34.04869,-118.35102,2,,2.024
34.01255,-118.35102,2,,1.946
34.03965,-118.35103,2,FWL4,2.077
34.0175,-118.35104,2,FWL1,1.97
34.00517,-118.35106,3,,1.91
34.01699,-118.35109,2,,1.968
34.06424,-118.35118,,,2.005
34.0173,-118.35118,2,,1.969
34.01608,-118.35118,,,1.963
34.0121,-118.35122,,,1.944
34.0453,-118.35123,,,2.052
34.01355,-118.35123,,,1.951
34.15711,-118.35126,3,,2.432
34.01303,-118.35126,,,1.949
34.01701,-118.3513,2,FWL1,1.968
34.01727,-118.35132,2,,1.969
34.09523,-118.3514,,,2.478
34.01605,-118.35141,,,1.963
34.01539,-118.35141,,,1.96
34.09661,-118.35142,,,2.509
34.09635,-118.35142,,,2.507
34.09621,-118.35142,,,2.506
34.09595,-118.35142,,,2.504
34.09563,-118.35142,,,2.494
34.0954,-118.35142,,,2.485
34.0951,-118.35142,,,2.472
34.0972,-118.35143,,,2.514
34.09701,-118.35143,,,2.512
34.09582,-118.35143,,,2.502
34.08725,-118.35144,,,2.199
34.01755,-118.35144,3,,1.97
34.08698,-118.35145,,,2.192
34.0152,-118.35145,,,1.959
34.01502,-118.35149,,,1.958
34.04385,-118.3515,,,2.066
34.01484,-118.35151,,,1.957
34.01661,-118.35152,,,1.966
34.05264,-118.35153,,,2.021
34.01361,-118.35155,,,1.951
34.01403,-118.35156,,,1.953
34.01377,-118.35156,,,1.952
34.01441,-118.35157,,,1.955
34.03043,-118.35162,,,2.033
34.01755,-118.35163,2,,1.97
34.01604,-118.35163,,,1.963
34.01274,-118.35165,,,1.947
34.01755,-118.35183,2,,1.97
34.07027,-118.35184,,,1.983
34.04949,-118.35184,3,,2.03
34.0784,-118.35185,,,2.013
34.15734,-118.35189,2,,2.428
34.01701,-118.3519,3,,1.968
34.15849,-118.35192,2,,2.417
34.05186,-118.35192,3,,2.026
34.01614,-118.35192,,,1.963
34.03976,-118.35193,2,FWL4,2.078
34.04365,-118.35194,,,2.073
34.04646,-118.35195,2,,2.053
34.01634,-118.35201,,,1.964
34.00466,-118.35201,2,,1.907
34.01755,-118.35203,2,,1.97
34.09674,-118.35204,,,2.51
34.09609,-118.35204,,,2.505
34.10194,-118.35207,,,2.534
34.09702,-118.35207,,,2.512
34.01455,-118.35208,,,1.956
34.017,-118.35209,2,,1.968
34.04731,-118.3521,2,,2.049
34.0472,-118.35212,2,,2.05
34.01409,-118.35212,,,1.953
34.01275,-118.35214,,,1.947
34.10135,-118.35216,,,2.534
34.05019,-118.35218,,,2.03
34.01755,-118.35223,2,,1.97
34.0173,-118.35226,2,,1.969
34.10195,-118.35228,,,2.534
34.04696,-118.35235,2,,2.055
34.00442,-118.35236,2,,1.906
34.15707,-118.35238,3,,2.429
34.017,-118.35238,2,,1.967
34.01385,-118.35239,,,1.952
34.01366,-118.35239,,,1.951
34.01564,-118.35242,,,1.961
34.0154,-118.35242,,,1.96
34.01327,-118.35242,,,1.949
34.1573,-118.35243,2,,2.426
34.01456,-118.35244,,,1.956
34.01605,-118.35246,,,1.963
34.05235,-118.35247,3,,2.032
34.10191,-118.35248,,,2.534
34.03983,-118.35248,2,FWL4,2.078
34.09558,-118.35249,,,2.5
34.00427,-118.3525,3,,1.905
34.09477,-118.35261,,,2.47
34.01652,-118.35264,,,1.965
34.01473,-118.35264,,,1.956
34.00414,-118.35264,2,,1.904
34.10193,-118.35267,,,2.534
34.03986,-118.35268,2,FWL4,2.078
34.04738,-118.3527,2,,2.057
34.0139,-118.35272,,,1.952
34.02911,-118.35273,,,2.026
34.01357,-118.35273,,,1.951
