Latitude,Longitude,Story,Type,SMS
34.04357,-118.44487,2,,2.175
34.04368,-118.44499,2,FWL3,2.176
34.16074,-118.44501,3,,2.252
34.18989,-118.44502,,,2.231
34.1782,-118.44502,,,2.24
34.22127,-118.44507,,,2.215
34.16125,-118.44514,,,2.252
34.19364,-118.44515,,,2.229
34.04389,-118.44515,2,,2.178
34.19595,-118.44518,,,2.227
33.99824,-118.44521,2,,1.852
34.0367,-118.44525,2,,2.128
34.03684,-118.44537,,,2.129
34.14962,-118.44538,3,,2.259
34.03648,-118.4454,2,,2.127
34.05196,-118.44543,,,2.224
34.04184,-118.44545,2,,2.164
34.19771,-118.44547,,,2.225
34.15716,-118.44548,,,2.253
34.0436,-118.44555,,,2.176
34.04194,-118.44555,2,,2.165
34.17012,-118.44558,2,,2.244
34.17255,-118.4456,3,FWL3,2.243
34.05116,-118.44567,3,,2.222
33.96073,-118.4457,3,,1.553
34.02431,-118.44573,3,FWL3,2.04
34.17012,-118.44575,2,,2.244
34.04471,-118.44581,2,,2.184
34.04299,-118.44581,,,2.172
34.1644,-118.44589,,,2.248
33.9606,-118.4459,3,,1.555
34.04239,-118.44592,3,,2.168
34.16173,-118.44593,3,,2.249
34.19364,-118.44599,,,2.228
34.19893,-118.44602,,,2.224
33.96046,-118.44608,2,,1.557
34.05642,-118.44609,,,2.233
34.19173,-118.44615,,,2.229
34.19215,-118.44617,,,2.228
34.16077,-118.44618,2,,2.249
34.16077,-118.44618,2,,2.249
34.04271,-118.44618,2,,2.171
34.19111,-118.4462,,,2.229
34.31075,-118.44622,,,2.957
34.04353,-118.44627,,,2.176
34.20444,-118.44629,,,2.242
34.04286,-118.44632,2,,2.172
34.05195,-118.44636,3,,2.224
34.16172,-118.44641,3,,2.248
34.043,-118.44644,2,,2.173
33.96043,-118.44653,,,1.56
34.192,-118.44656,,,2.228
34.04315,-118.44656,3,,2.174
34.04224,-118.44659,2,,2.168
34.05137,-118.4466,3,FWL3,2.224
34.1688,-118.44664,2,,2.243
34.1688,-118.44664,2,,2.243
34.1688,-118.44664,2,,2.243
34.04327,-118.44666,3,,2.175
34.04235,-118.44672,2,,2.169
34.16423,-118.44673,,,2.246
34.16173,-118.44678,2,,2.247
34.16082,-118.44678,3,,2.248
34.00762,-118.44678,2,,1.917
34.04247,-118.4468,2,,2.17
34.01442,-118.4468,,,1.968
34.19833,-118.44681,,,2.224
34.04176,-118.44681,,,2.165
34.19267,-118.44684,,,2.227
34.19957,-118.44689,,,2.223
34.19957,-118.44689,,,2.223
34.04596,-118.44689,2,,2.194
34.04107,-118.44693,,,2.16
34.04107,-118.44693,,,2.16
34.15459,-118.44697,,,2.251
34.04265,-118.44697,2,,2.171
34.20481,-118.44699,,,2.243
34.1913,-118.44703,,,2.228
34.04947,-118.44705,,,2.218
34.15503,-118.44707,,,2.25
34.20483,-118.44708,,,2.243
34.04211,-118.4471,,,2.168
33.96033,-118.4471,3,,1.564
34.04281,-118.44712,3,,2.172
34.16159,-118.44716,,,2.246
34.20545,-118.44724,,,2.244
34.32104,-118.44732,2,,2.985
34.04234,-118.44732,,,2.169
34.20452,-118.44735,,,2.241
33.99633,-118.44735,,,1.839
34.04151,-118.44744,,,2.164
34.04176,-118.44748,,,2.166
34.15001,-118.44751,2,,2.252
34.17638,-118.44753,2,,2.236
34.16084,-118.44756,2,,2.246
34.04261,-118.44757,,,2.172
34.04593,-118.44766,,,2.195
34.04129,-118.44769,2,,2.162
34.17783,-118.4477,2,,2.235
34.16207,-118.44783,,,2.244
34.16179,-118.44783,,,2.244
34.04199,-118.44785,,,2.168
34.16582,-118.44788,,,2.242
34.14861,-118.44789,2,FWL1,2.253
34.20432,-118.44791,,,2.24
34.04146,-118.44801,,,2.164
33.9968,-118.44807,,,1.848
34.06556,-118.44809,,,2.249
34.04396,-118.44811,2,,2.181
34.04339,-118.44811,,,2.177
34.04321,-118.44814,,,2.176
34.06538,-118.44818,,,2.249
34.04237,-118.44818,,,2.17
34.04076,-118.4482,3,,2.159
34.04348,-118.44826,,,2.178
34.0445,-118.44837,2,,2.185
34.14871,-118.4484,2,FWL1,2.251
34.04202,-118.44848,2,,2.168
34.04442,-118.44851,,,2.185
33.99572,-118.44853,,,1.838
34.04053,-118.44855,,,2.158
34.06226,-118.44861,,,2.243
34.04129,-118.44867,2,,2.164
34.04382,-118.44869,,,2.181
34.04299,-118.44869,,,2.175
33.99649,-118.44869,,,1.847
34.04072,-118.44871,,,2.16
34.04155,-118.44872,2,,2.165
34.04398,-118.44882,,,2.182
34.02903,-118.44882,2,,2.077
34.02903,-118.44882,2,,2.077
34.02903,-118.44882,2,,2.077
34.04091,-118.44888,,,2.161
34.06323,-118.4489,,,2.245
34.04836,-118.4489,2,,2.213
34.0475,-118.44893,,,2.207
34.06595,-118.44899,,,2.249
34.32374,-118.449,,,2.995
34.04843,-118.44906,2,,2.213
34.32244,-118.4491,2,,2.992
34.06585,-118.44913,,,2.249
34.04126,-118.44919,2,,2.164
33.95906,-118.44923,,,1.587
33.9962,-118.44927,,,1.846
34.04367,-118.44928,,,2.181
34.0405,-118.44931,2,,2.159
34.0667,-118.44934,,,2.25
34.04302,-118.44936,3,,2.176
34.0656,-118.44937,,,2.248
33.99533,-118.44938,,,1.837
34.0438,-118.44939,,,2.182
34.04058,-118.44941,2,,2.159
33.98964,-118.44948,,,1.764
34.14979,-118.44949,,,2.246
34.16694,-118.4495,,,2.238
34.16776,-118.44952,,,2.237
33.96112,-118.44952,,,1.578
34.0423,-118.44953,2,,2.171
34.04076,-118.44954,2,,2.161
34.1563,-118.44955,,,2.243
34.15462,-118.44955,,,2.244
34.15421,-118.44955,,,2.244
34.15407,-118.44955,,,2.244
34.15394,-118.44955,,,2.244
34.15366,-118.44955,,,2.244
34.15249,-118.44955,,,2.245
34.06697,-118.44958,,,2.25
34.04328,-118.44958,2,,2.178
34.24082,-118.4496,,,2.27
33.95996,-118.44961,3,,1.584
34.15312,-118.44962,,,2.244
34.0661,-118.44962,,,2.249
34.04242,-118.44963,3,,2.172
34.06446,-118.44964,,,2.246
33.95936,-118.44964,3,,1.588
34.2377,-118.44965,,,2.261
34.04084,-118.44966,2,,2.161
33.96134,-118.44966,,,1.577
34.17057,-118.44968,2,,2.235
34.06797,-118.4497,,,2.252
34.04093,-118.44972,2,,2.162
34.04026,-118.44972,2,,2.157
34.06594,-118.44973,,,2.249
34.06518,-118.44973,,,2.247
34.0437,-118.44976,,,2.181
34.04255,-118.44976,3,,2.173
34.04759,-118.44977,,,2.208
34.04103,-118.44977,2,,2.163
34.24332,-118.44978,,,2.278
34.19548,-118.44981,,,2.223
33.99593,-118.44983,,,1.845
34.15357,-118.44985,,,2.243
34.2305,-118.44987,,,2.238
34.23033,-118.44987,,,2.237
34.23074,-118.44988,,,2.238
34.23251,-118.44989,,,2.244
34.23104,-118.44989,,,2.239
34.23284,-118.4499,,,2.245
34.0649,-118.4499,,,2.247
34.04654,-118.4499,,,2.201
34.23215,-118.44991,,,2.243
34.23151,-118.44992,,,2.241
34.04054,-118.44995,2,,2.16
34.16822,-118.44997,3,,2.236
34.06568,-118.44997,,,2.248
34.06888,-118.44998,,,2.253
33.99346,-118.44998,,,1.816
34.23165,-118.44999,,,2.241
34.04221,-118.44999,2,,2.171
34.19548,-118.45001,,,2.222
34.06517,-118.45001,,,2.247
34.06791,-118.45003,,,2.251
34.06439,-118.45003,,,2.246
34.0406,-118.45003,2,,2.16
34.04716,-118.45005,3,,2.206
34.02512,-118.45005,3,,2.05
33.96068,-118.45005,3,,1.583
34.20892,-118.45008,,,2.187
34.20826,-118.45011,,,2.196
34.04069,-118.45011,2,,2.161
34.28953,-118.45012,,,2.714
34.06705,-118.45012,,,2.25
34.19485,-118.45013,,,2.222
34.04728,-118.45013,2,,2.206
34.15318,-118.45015,,,2.242
34.15537,-118.45017,,,2.241
34.15559,-118.45018,,,2.241
34.04079,-118.45018,2,,2.161
34.19548,-118.45021,,,2.222
34.06543,-118.45022,,,2.247
34.06731,-118.45023,,,2.25
34.2894,-118.45031,,,2.713
34.04164,-118.45031,2,,2.167
34.20848,-118.45032,,,2.192
34.06744,-118.45035,,,2.25
34.19627,-118.45036,,,2.221
34.21543,-118.45037,2,,2.19
34.19548,-118.45041,,,2.221
34.04176,-118.45041,2,,2.168
34.04335,-118.45043,,,2.179
34.19706,-118.45046,,,2.221
34.28928,-118.45048,,,2.712
34.06459,-118.45048,,,2.246
34.16588,-118.45049,,,2.235
34.02563,-118.4505,2,,2.053
34.23054,-118.45055,,,2.237
34.04024,-118.45055,2,,2.158
34.20844,-118.45057,,,2.192
34.06779,-118.45058,,,2.251
34.04683,-118.45058,2,,2.203
34.19548,-118.45059,,,2.221
34.28915,-118.45062,,,2.71
34.04695,-118.45069,2,,2.204
34.21569,-118.45071,2,,2.19
34.04141,-118.45071,2,,2.166
34.19582,-118.45072,,,2.221
34.04043,-118.45073,2,,2.159
34.04707,-118.45077,2,,2.205
34.06725,-118.4508,,,2.25
34.04152,-118.45081,2,,2.166
34.28902,-118.45083,,,2.71
34.04055,-118.45083,,,2.16
34.04718,-118.45086,2,,2.206
34.06616,-118.45096,,,2.248
34.04729,-118.45096,2,,2.206
34.06594,-118.45098,,,2.247
34.04075,-118.45099,2,,2.161
34.04244,-118.451,2,,2.173
34.21472,-118.45102,2,,2.186
34.04009,-118.45102,,,2.156
34.20874,-118.45103,,,2.187
33.9953,-118.45103,,,1.844
34.04665,-118.45104,,,2.202
34.18443,-118.45107,,,2.225
34.0474,-118.45107,3,,2.207
34.18794,-118.45108,,,2.223
34.16457,-118.45108,,,2.234
34.06506,-118.45111,,,2.246
34.0435,-118.45113,2,,2.18
34.28913,-118.45114,,,2.718
34.19416,-118.45116,,,2.22
34.18292,-118.45117,2,,2.225
33.99523,-118.45117,,,1.844
34.28877,-118.45118,,,2.707
34.04682,-118.45118,,,2.203
34.0436,-118.45123,2,,2.181
34.04201,-118.45123,,,2.17
34.2297,-118.45124,,,2.233
34.23129,-118.45125,,,2.238
34.23094,-118.45125,,,2.237
34.2308,-118.45125,,,2.237
34.23066,-118.45125,,,2.236
34.23052,-118.45125,,,2.236
34.23038,-118.45125,,,2.235
34.23011,-118.45125,,,2.235
34.22997,-118.45125,,,2.234
34.22902,-118.45125,,,2.231
34.23217,-118.45126,,,2.241
34.23027,-118.45127,,,2.235
34.2311,-118.45128,,,2.238
34.04695,-118.45128,,,2.204
34.22955,-118.45129,,,2.233
34.18797,-118.4513,,,2.223
34.04372,-118.45132,2,,2.182
34.28869,-118.45133,,,2.707
34.1854,-118.45141,2,,2.224
34.04382,-118.45142,2,,2.182
34.06537,-118.45143,,,2.246
34.06572,-118.45145,,,2.247
34.06722,-118.4515,,,2.249
34.20777,-118.45151,,,2.196
34.06864,-118.45151,,,2.251
34.06981,-118.45152,,,2.252
34.06467,-118.45152,,,2.245
34.28846,-118.45154,,,2.703
34.18294,-118.45157,2,,2.224
34.06737,-118.45157,,,2.249
34.04312,-118.45157,3,,2.177
34.1859,-118.45159,2,,2.223
34.06753,-118.45165,,,2.249
34.06664,-118.45167,,,2.248
34.04158,-118.45169,3,,2.167
34.06768,-118.45171,,,2.249
34.04417,-118.45171,3,,2.185
34.18195,-118.45174,2,,2.224
34.06993,-118.45174,,,2.252
34.1991,-118.45175,,,2.217
34.04489,-118.45176,2,,2.19
34.04333,-118.45176,2,,2.179
34.21472,-118.45177,2,FWL3,2.185
34.0668,-118.45177,,,2.248
34.06802,-118.45183,,,2.25
34.23342,-118.45185,,,2.244
34.04432,-118.45185,2,,2.186
34.04174,-118.45185,,,2.168
34.22427,-118.45186,,,2.215
34.04349,-118.45186,2,,2.18
34.2245,-118.45187,,,2.216
34.06893,-118.45187,,,2.251
34.22398,-118.45189,,,2.214
34.18195,-118.4519,2,,2.224
34.19038,-118.45191,,,2.22
34.23219,-118.45192,,,2.24
34.2314,-118.45192,,,2.238
34.1991,-118.45192,,,2.216
34.04504,-118.45193,2,,2.191
34.0385,-118.45193,,,2.145
34.18796,-118.45194,,,2.221
34.20844,-118.45195,,,2.187
34.04359,-118.45195,2,,2.181
34.02852,-118.45195,,,2.075
34.04187,-118.45196,2,,2.169
34.04668,-118.45197,,,2.202
34.06964,-118.45198,,,2.252
34.21472,-118.45202,2,,2.185
34.06909,-118.45202,,,2.251
34.04293,-118.45203,,,2.176
34.06545,-118.45205,,,2.246
34.18236,-118.45207,2,,2.223
34.1991,-118.45208,,,2.216
34.19038,-118.45208,,,2.22
34.06592,-118.45208,,,2.246
34.04201,-118.45208,2,,2.17
34.18338,-118.45209,2,,2.223
34.0446,-118.45209,2,,2.188
34.04371,-118.45209,3,,2.181
34.04131,-118.45209,2,,2.165
34.185,-118.45211,,,2.222
34.04304,-118.45211,,,2.177
33.99674,-118.45212,,,1.851
34.23268,-118.45213,,,2.242
34.23389,-118.45214,,,2.245
34.233,-118.45214,,,2.243
34.04626,-118.45214,2,,2.199
34.06804,-118.45215,,,2.249
34.04139,-118.45216,,,2.165
34.2342,-118.45217,,,2.246
34.23013,-118.45217,,,2.233
34.22917,-118.45217,,,2.23
34.16461,-118.45217,,,2.231
34.04214,-118.45217,2,,2.171
34.22935,-118.45218,,,2.231
34.22887,-118.45219,,,2.229
34.06771,-118.45219,,,2.249
34.04471,-118.45219,2,,2.188
34.06395,-118.45223,,,2.243
34.19038,-118.45224,,,2.219
34.18736,-118.45224,,,2.22
34.18195,-118.45224,2,,2.223
34.04151,-118.45224,2,,2.166
34.04635,-118.45225,2,,2.2
34.22499,-118.45227,,,2.217
34.06901,-118.45227,,,2.25
34.18338,-118.45228,2,,2.222
34.21471,-118.45229,2,,2.184
34.06664,-118.45229,,,2.247
34.23219,-118.4523,,,2.24
34.14985,-118.45232,2,,2.236
34.04398,-118.45233,2,,2.183
34.22101,-118.45235,,,2.205
34.04647,-118.45235,2,,2.2
34.2157,-118.45237,2,,2.188
34.04312,-118.45237,2,,2.177
34.18794,-118.4524,,,2.22
34.18736,-118.4524,,,2.22
34.18195,-118.4524,2,,2.222
34.04407,-118.4524,2,,2.184
34.18241,-118.45243,2,,2.222
34.04659,-118.45244,2,,2.201
34.06689,-118.45247,,,2.247
34.18283,-118.45249,3,,2.222
34.16515,-118.45249,,,2.229
34.23145,-118.45252,,,2.237
34.06397,-118.45255,,,2.243
34.18236,-118.45257,2,,2.222
34.06606,-118.45257,,,2.246
34.06568,-118.45262,,,2.245
34.23219,-118.45264,,,2.239
34.04268,-118.45267,,,2.174
33.96153,-118.45269,,,1.599
34.04438,-118.45271,2,,2.186
34.06582,-118.45272,,,2.246
34.04278,-118.45272,,,2.175
34.18293,-118.45273,2,,2.221
34.19424,-118.45274,,,2.216
34.18195,-118.45275,2,,2.221
34.1501,-118.45275,2,,2.234
34.07024,-118.45275,,,2.252
34.18464,-118.45276,,,2.22
34.17799,-118.45277,3,,2.223
34.06617,-118.45278,,,2.246
34.0288,-118.45279,,,2.077
34.18236,-118.45281,3,,2.221
34.04345,-118.45287,2,,2.18
34.23146,-118.45288,,,2.237
34.06918,-118.45289,,,2.25
34.18295,-118.4529,2,,2.221
34.04393,-118.45292,,,2.183
34.043,-118.45292,2,,2.177
34.20814,-118.45293,,,2.187
34.06428,-118.45294,,,2.243
34.04229,-118.45294,2,FWL3,2.172
33.99782,-118.45295,,,1.855
34.23218,-118.45296,,,2.239
34.04073,-118.453,2,FWL3,2.161
34.23432,-118.45302,2,,2.246
34.23064,-118.45302,2,,2.234
34.23035,-118.45302,2,,2.233
34.2293,-118.45303,3,,2.23
34.04409,-118.45304,2,,2.184
33.99794,-118.45304,,,1.856
34.23342,-118.45307,3,,2.243
34.23095,-118.45307,2,,2.235
34.23395,-118.45308,2,,2.244
34.04249,-118.4531,3,FWL1,2.173
34.04085,-118.4531,2,FWL3,2.162
34.21548,-118.45311,2,,2.186
34.06707,-118.45314,,,2.247
33.99806,-118.45315,,,1.857
34.04578,-118.45316,2,,2.196
34.04423,-118.45316,,,2.185
34.21471,-118.4532,2,,2.183
34.04094,-118.4532,2,FWL3,2.162
34.2258,-118.45321,2,,2.219
34.22505,-118.45321,2,,2.216
34.04334,-118.45321,2,,2.179
33.99818,-118.45323,,,1.857
34.18698,-118.45326,,,2.218
34.185,-118.45326,,,2.219
34.16517,-118.45326,2,,2.227
34.03929,-118.45327,,,2.151
34.23222,-118.45328,,,2.239
34.04591,-118.45328,2,,2.196
33.96199,-118.45329,,,1.6
34.23145,-118.4533,,,2.236
34.04106,-118.4533,2,FWL3,2.163
33.99145,-118.45331,,,1.811
33.9983,-118.45333,,,1.858
34.04681,-118.45335,3,,2.203
34.02877,-118.45335,2,,2.077
34.04401,-118.4534,2,,2.183
34.221,-118.45341,,,2.203
34.22021,-118.45342,,,2.201
34.04764,-118.45342,3,,2.208
34.18295,-118.45343,2,,2.219
34.16484,-118.45343,,,2.226
34.15009,-118.45344,3,,2.232
34.04196,-118.45346,,,2.169
33.98808,-118.45349,,,1.768
34.21499,-118.45352,3,,2.183
34.17246,-118.45353,2,FWL3,2.223
34.04298,-118.45353,2,,2.176
34.22212,-118.45355,3,,2.207
34.16516,-118.45358,,,2.226
34.02896,-118.45358,2,,2.078
34.18236,-118.45359,2,,2.219
34.047,-118.45361,2,,2.204
34.04537,-118.45361,,,2.193
34.04145,-118.45361,3,,2.166
34.04309,-118.45362,2,,2.177
34.04216,-118.45366,2,,2.171
34.1501,-118.45368,2,,2.231
34.04392,-118.45371,,,2.183
34.0432,-118.45372,,,2.178
34.16457,-118.45374,,,2.225
34.0485,-118.45375,3,,2.214
34.1843,-118.45376,,,2.218
34.18236,-118.45376,2,,2.218
34.06724,-118.4538,,,2.246
34.0456,-118.4538,,,2.194
34.04067,-118.45382,2,FWL1,2.16
34.22736,-118.45383,2,,2.223
34.15511,-118.45383,,,2.229
34.15565,-118.45384,,,2.228
34.15015,-118.45384,2,,2.23
34.22535,-118.45386,3,,2.216
34.22606,-118.45387,2,,2.219
34.04572,-118.45387,,,2.195
33.99318,-118.45387,,,1.838
34.06533,-118.45388,,,2.244
34.04171,-118.45388,,,2.168
34.04171,-118.45388,,,2.168
34.15733,-118.45389,,,2.228
34.22722,-118.4539,2,,2.222
34.22626,-118.4539,2,,2.219
34.22496,-118.4539,2,,2.215
34.22349,-118.4539,2,,2.21
34.2228,-118.4539,2,,2.208
34.22266,-118.4539,2,,2.208
34.22555,-118.45391,2,,2.217
33.98866,-118.45391,2,,1.778
34.22668,-118.45392,2,,2.22
34.18236,-118.45392,2,,2.218
34.04664,-118.45392,2,,2.201
34.22171,-118.45393,2,,2.205
34.04345,-118.45393,,,2.179
34.22362,-118.45394,2,,2.211
34.22021,-118.45398,,,2.2
34.23431,-118.45399,2,,2.244
34.17258,-118.45399,,,2.222
34.04674,-118.454,2,,2.202
34.04088,-118.45401,2,,2.162
33.99296,-118.45401,,,1.836
33.98811,-118.45401,2,,1.771
34.23158,-118.45403,2,,2.236
34.23127,-118.45403,3,,2.235
34.21485,-118.45404,2,,2.182
34.23205,-118.45405,,,2.237
34.22106,-118.45405,,,2.203
34.2017,-118.45406,,,2.218
34.04266,-118.45406,2,,2.174
34.16457,-118.45407,,,2.224
34.04356,-118.45408,2,,2.18
34.18736,-118.45409,,,2.216
34.04685,-118.4541,2,,2.203
34.04367,-118.45417,2,,2.181
34.04208,-118.45417,3,FWL3,2.17
34.04697,-118.45419,,,2.203
34.04277,-118.45421,2,,2.175
33.99821,-118.45423,2,,1.858
33.98863,-118.45423,2,,1.779
34.18541,-118.45425,2,,2.216
34.18289,-118.45425,2,,2.217
34.04288,-118.45425,2,,2.176
33.99869,-118.45426,2,FWL3,1.86
34.02955,-118.45428,2,,2.082
34.18339,-118.45429,2,,2.217
34.06649,-118.4543,,,2.245
34.04054,-118.4543,,,2.159
34.0481,-118.45436,,,2.211
34.02969,-118.45443,2,,2.084
34.18296,-118.45444,2,,2.216
34.03983,-118.45444,,,2.155
34.18336,-118.45445,2,,2.216
34.04635,-118.45445,2,,2.199
33.98805,-118.45447,2,,1.773
34.20178,-118.45449,,,2.217
34.04802,-118.45449,,,2.21
34.22194,-118.4545,,,2.205
34.19367,-118.4545,,,2.212
34.03913,-118.45452,,,2.15
34.18697,-118.45459,,,2.214
34.04495,-118.4546,,,2.19
34.22097,-118.45462,,,2.202
34.18548,-118.45462,2,,2.215
34.04655,-118.45462,2,,2.201
33.98836,-118.45467,,,1.778
34.22737,-118.4547,,,2.222
34.22708,-118.4547,,,2.221
34.04512,-118.45474,,,2.191
34.04788,-118.45475,,,2.209
34.22017,-118.45476,,,2.199
34.22269,-118.45477,,,2.207
34.22588,-118.45478,,,2.217
34.22497,-118.45478,,,2.214
34.22299,-118.45478,,,2.208
34.2224,-118.45478,,,2.206
34.21584,-118.45478,,,2.184
34.22557,-118.4548,,,2.216
34.22384,-118.4548,,,2.21
34.22618,-118.45481,,,2.218
34.22527,-118.45481,,,2.215
34.04617,-118.45482,2,,2.198
34.23158,-118.45485,,,2.235
34.04848,-118.45489,,,2.213
34.22174,-118.45494,,,2.204
34.04039,-118.45497,,,2.158
34.16513,-118.45505,,,2.221
34.18237,-118.45509,2,,2.215
34.03888,-118.4551,,,2.148
34.04054,-118.45514,,,2.159
34.00038,-118.45515,,,1.868
34.04492,-118.4552,2,,2.189
34.18335,-118.45525,2,,2.214
33.99991,-118.45528,,,1.865
34.21583,-118.45531,,,2.184
34.18239,-118.45534,2,,2.214
34.18594,-118.45541,2,,2.213
34.18335,-118.45541,2,,2.213
34.04811,-118.45544,,,2.211
34.0402,-118.45544,,,2.157
34.22649,-118.45549,,,2.218
34.04267,-118.45551,2,,2.174
34.21563,-118.45556,,,2.183
34.03935,-118.45556,,,2.151
34.22441,-118.45557,,,2.211
34.22411,-118.45557,,,2.21
34.22861,-118.45559,,,2.224
34.21538,-118.45559,2,,2.182
34.21474,-118.45559,,,2.18
34.15346,-118.45559,,,2.223
34.2146,-118.4556,,,2.179
34.15482,-118.45563,,,2.222
34.22185,-118.45565,,,2.203
34.18432,-118.45566,,,2.212
34.21548,-118.45569,,,2.182
34.04118,-118.45569,,,2.164
34.22244,-118.45572,,,2.205
34.15739,-118.45572,,,2.221
34.04532,-118.45573,3,,2.192
34.21501,-118.45574,2,FWL1,2.18
34.15048,-118.45574,2,,2.223
34.19362,-118.45577,,,2.209
34.18736,-118.45578,,,2.211
34.22526,-118.45579,,,2.214
34.1539,-118.45579,,,2.222
34.1568,-118.45581,,,2.221
34.03972,-118.45582,,,2.154
34.04565,-118.45583,3,,2.194
34.04231,-118.45583,,,2.171
34.22557,-118.45584,,,2.215
34.22269,-118.45584,,,2.205
34.1571,-118.45584,,,2.221
34.15435,-118.45584,,,2.222
34.1541,-118.45584,,,2.222
34.22617,-118.45585,,,2.216
34.22588,-118.45585,,,2.215
34.2221,-118.45585,,,2.204
34.15461,-118.45585,,,2.222
34.22738,-118.45586,,,2.22
34.22355,-118.45586,,,2.208
34.04068,-118.45586,,,2.16
34.18595,-118.45591,2,,2.211
34.185,-118.45591,,,2.212
34.18292,-118.45591,2,,2.212
34.17246,-118.45591,2,,2.216
33.98822,-118.45596,,,1.783
34.18746,-118.45598,,,2.21
34.18335,-118.45599,2,,2.212
34.04084,-118.456,,,2.161
34.04001,-118.45601,,,2.156
34.04587,-118.45602,2,,2.196
33.99154,-118.45602,,,1.829
34.04776,-118.45603,,,2.208
34.22434,-118.45606,2,,2.21
34.18596,-118.45607,2,,2.211
34.185,-118.45607,,,2.211
34.16522,-118.45607,,,2.218
34.19425,-118.45609,,,2.208
34.18793,-118.45611,,,2.21
34.04598,-118.45612,2,,2.196
34.04265,-118.45613,,,2.174
34.21451,-118.45614,,,2.178
34.2271,-118.45618,,,2.219
34.21499,-118.45619,2,,2.18
34.18736,-118.45619,,,2.21
34.04754,-118.45619,2,,2.207
34.04706,-118.45621,,,2.204
34.18595,-118.45624,2,,2.21
34.18773,-118.45627,,,2.21
34.18441,-118.45628,,,2.211
34.04022,-118.45629,,,2.157
34.03951,-118.45629,,,2.152
34.04623,-118.45631,2,,2.198
34.18568,-118.45632,2,,2.21
34.04533,-118.45637,2,,2.192
34.04199,-118.45637,,,2.169
34.18335,-118.4564,2,,2.211
34.0403,-118.4564,,,2.158
34.19422,-118.45641,,,2.207
34.04133,-118.45642,,,2.165
34.16519,-118.45644,,,2.216
34.15057,-118.45645,2,,2.221
34.0404,-118.45645,,,2.158
34.22787,-118.45647,,,2.221
34.03874,-118.45647,,,2.147
34.04643,-118.4565,2,,2.199
34.04049,-118.45652,,,2.159
34.04222,-118.45654,,,2.171
34.18541,-118.45657,2,,2.21
34.185,-118.45657,,,2.21
34.18289,-118.45658,2,,2.21
34.21439,-118.45659,,,2.177
34.04654,-118.4566,2,,2.2
34.04723,-118.45661,2,,2.205
34.04058,-118.45662,,,2.16
34.222,-118.45665,,,2.202
34.04471,-118.45665,2,FWL4,2.188
34.04234,-118.45665,,,2.172
34.03826,-118.45665,2,,2.144
34.1507,-118.45668,2,,2.22
34.04735,-118.45669,2,,2.205
34.18293,-118.45673,2,,2.21
34.04243,-118.45675,,,2.172
34.18793,-118.45677,,,2.208
34.18736,-118.45677,,,2.208
34.1943,-118.45678,,,2.206
34.04007,-118.45679,,,2.156
34.21496,-118.4568,,,2.178
34.04746,-118.4568,2,,2.206
33.99108,-118.4568,,,1.827
34.19774,-118.45681,,,2.205
34.15421,-118.45681,,,2.218
34.2148,-118.45683,,,2.178
34.15549,-118.45683,,,2.218
34.15508,-118.45684,,,2.218
34.15726,-118.45685,,,2.217
34.04589,-118.45685,2,,2.196
34.04255,-118.45686,,,2.173
34.15675,-118.45687,,,2.217
34.04757,-118.45688,2,,2.207
34.18334,-118.4569,2,,2.209
34.18541,-118.45692,2,,2.209
34.18391,-118.45693,2,,2.209
34.046,-118.45694,2,,2.196
34.04512,-118.45697,3,,2.19
34.04769,-118.45698,2,,2.208
34.0453,-118.45698,2,FWL1,2.192
34.04196,-118.45698,,,2.169
34.047,-118.45699,3,,2.203
34.17148,-118.457,,,2.213
34.16591,-118.457,,,2.214
34.04034,-118.457,,,2.158
34.19701,-118.45701,,,2.205
34.1654,-118.45703,,,2.214
34.1973,-118.45706,,,2.205
34.19515,-118.45706,,,2.205
34.18236,-118.45706,2,,2.209
34.167,-118.45706,,,2.214
34.16162,-118.45706,,,2.215
34.16137,-118.45706,,,2.215
34.16137,-118.45706,,,2.215
34.16792,-118.45707,,,2.213
34.04542,-118.45707,2,,2.192
34.16821,-118.45708,,,2.213
34.03564,-118.45708,2,,2.126
34.16228,-118.45709,,,2.215
34.04779,-118.45709,2,,2.208
34.04711,-118.45709,3,,2.204
34.03876,-118.45709,3,,2.147
34.20384,-118.4571,,,2.197
34.20331,-118.4571,,,2.2
34.1849,-118.4571,,,2.208
34.17314,-118.4571,,,2.212
34.20594,-118.45711,,,2.185
34.04117,-118.45711,,,2.164
34.2082,-118.45712,,,2.171
34.21556,-118.45715,2,,2.18
34.03885,-118.45716,3,,2.148
34.04722,-118.45719,3,,2.205
34.03574,-118.4572,2,,2.126
34.21447,-118.45722,2,,2.176
34.16421,-118.45722,,,2.214
34.04633,-118.45723,2,,2.199
33.99211,-118.45723,,,1.839
34.04565,-118.45725,2,,2.194
34.04802,-118.45726,2,,2.21
34.18541,-118.45727,,,2.208
34.04734,-118.45728,2,,2.205
34.04746,-118.45738,3,,2.206
34.1561,-118.4574,,,2.216
34.16007,-118.45741,,,2.215
34.04153,-118.45742,,,2.166
34.20256,-118.45744,,,2.202
34.03988,-118.45744,,,2.155
34.17008,-118.45745,,,2.212
34.16155,-118.45745,,,2.214
33.99506,-118.45745,,,1.85
34.2044,-118.45746,,,2.191
34.04543,-118.45747,2,FWL3,2.192
